measurement_ID,plate_ID,timepoint,wavelength,well,value_ID,well_type,Compound,Concentration,OD
gradient_634,gradient,T0,634,H18,gradient_634.H18,Control,DMSO,5,0.2088
gradient_634,gradient,T0,634,H19,gradient_634.H19,Control,DMSO,5,0.2056
gradient_634,gradient,T0,634,H20,gradient_634.H20,Control,DMSO,5,0.2131
gradient_634,gradient,T0,634,H21,gradient_634.H21,Control,DMSO,5,0.2145
gradient_634,gradient,T0,634,H22,gradient_634.H22,Experimental,BICUCULLINE(-) METHIODIDE,5,0.218
gradient_634,gradient,T0,634,H23,gradient_634.H23,Experimental,RIBOFLAVIN,3.33333333333333,0.2152
gradient_634,gradient,T0,634,H24,gradient_634.H24,NA,NA,NA,0.2105
gradient_634,gradient,T0,634,I01,gradient_634.I01,NA,NA,NA,0.2014
gradient_634,gradient,T0,634,I02,gradient_634.I02,Experimental,DL-alpha-Methyl-p-tyrosine,1.66666666666667,0.2112
gradient_634,gradient,T0,634,I03,gradient_634.I03,Experimental,DL-alpha-Methyl-p-tyrosine,5,0.224
gradient_634,gradient,T0,634,I04,gradient_634.I04,Control,DMSO,5,0.2186
gradient_634,gradient,T0,634,I05,gradient_634.I05,Control,DMSO,5,0.218
gradient_634,gradient,T0,634,I06,gradient_634.I06,Control,DMSO,5,0.2011
gradient_634,gradient,T0,634,I07,gradient_634.I07,Experimental,BICUCULLINE (+),6.66666666666667,0.2152
gradient_634,gradient,T0,634,I08,gradient_634.I08,Experimental,Disulfiram,6.66666666666667,0.2006
gradient_634,gradient,T0,634,I09,gradient_634.I09,Control,DMSO,5,0.204
gradient_634,gradient,T0,634,I10,gradient_634.I10,Control,DMSO,5,0.2022
gradient_634,gradient,T0,634,I11,gradient_634.I11,Control,DMSO,5,0.2038
gradient_634,gradient,T0,634,I12,gradient_634.I12,Experimental,Bicuculline (+),6.66666666666667,0.2032
gradient_634,gradient,T0,634,I13,gradient_634.I13,Experimental,PUERARIN,6.66666666666667,0.2252
gradient_634,gradient,T0,634,I14,gradient_634.I14,Experimental,GOSSYPETIN,5,0.2231
gradient_634,gradient,T0,634,I15,gradient_634.I15,Experimental,Pifithrin-mu,3.33333333333333,0.1989
gradient_634,gradient,T0,634,I16,gradient_634.I16,Control,DMSO,5,0.2159
gradient_634,gradient,T0,634,I17,gradient_634.I17,Control,DMSO,5,0.2188
gradient_634,gradient,T0,634,I18,gradient_634.I18,Experimental,Pifithrin-mu,5,0.1975
gradient_634,gradient,T0,634,I19,gradient_634.I19,Experimental,GENTIAN VIOLET,3.33333333333333,0.3043
gradient_634,gradient,T0,634,I20,gradient_634.I20,Experimental,PUERARIN,1.66666666666667,0.1923
gradient_634,gradient,T0,634,I21,gradient_634.I21,Experimental,RIBOFLAVIN,5,0.2035
gradient_634,gradient,T0,634,I22,gradient_634.I22,Experimental,GOSSYPETIN,1.66666666666667,0.1999
gradient_634,gradient,T0,634,I23,gradient_634.I23,Control,DMSO,5,0.206
gradient_634,gradient,T0,634,I24,gradient_634.I24,NA,NA,NA,0.1997
gradient_634,gradient,T0,634,J01,gradient_634.J01,NA,NA,NA,0.2193
gradient_634,gradient,T0,634,J02,gradient_634.J02,Control,DMSO,5,0.2015
gradient_634,gradient,T0,634,J03,gradient_634.J03,Control,DMSO,5,0.1976
gradient_634,gradient,T0,634,J04,gradient_634.J04,Control,DMSO,5,0.2023
gradient_634,gradient,T0,634,J05,gradient_634.J05,Control,DMSO,5,0.1961
gradient_634,gradient,T0,634,J06,gradient_634.J06,Control,DMSO,5,0.1935
gradient_634,gradient,T0,634,J07,gradient_634.J07,Control,DMSO,5,0.2009
gradient_634,gradient,T0,634,J08,gradient_634.J08,Control,DMSO,5,0.2054
gradient_634,gradient,T0,634,J09,gradient_634.J09,Experimental,IRIDIN,5,0.2002
gradient_634,gradient,T0,634,J10,gradient_634.J10,Control,DMSO,5,0.1995
gradient_634,gradient,T0,634,J11,gradient_634.J11,Control,DMSO,5,0.196
gradient_634,gradient,T0,634,J12,gradient_634.J12,Control,DMSO,5,0.1934
gradient_634,gradient,T0,634,J13,gradient_634.J13,Control,DMSO,5,0.1997
gradient_634,gradient,T0,634,J14,gradient_634.J14,Control,DMSO,5,0.199
gradient_634,gradient,T0,634,J15,gradient_634.J15,Experimental,Riboflavine,6.66666666666667,0.2064
gradient_634,gradient,T0,634,J16,gradient_634.J16,Experimental,PUERARIN,3.33333333333333,0.2031
gradient_634,gradient,T0,634,J17,gradient_634.J17,Experimental,Hymecromone,3.33333333333333,0.1963
gradient_634,gradient,T0,634,J18,gradient_634.J18,Experimental,Tunicamycin B,1.66666666666667,0.2018
gradient_634,gradient,T0,634,J19,gradient_634.J19,Control,DMSO,5,0.1974
gradient_634,gradient,T0,634,J20,gradient_634.J20,Control,DMSO,5,0.208
gradient_634,gradient,T0,634,J21,gradient_634.J21,Control,DMSO,5,0.1966
gradient_634,gradient,T0,634,J22,gradient_634.J22,Control,DMSO,5,0.1992
gradient_634,gradient,T0,634,J23,gradient_634.J23,Control,DMSO,5,0.1969
gradient_634,gradient,T0,634,J24,gradient_634.J24,NA,NA,NA,0.202
gradient_634,gradient,T0,634,K01,gradient_634.K01,NA,NA,NA,0.2013
gradient_634,gradient,T0,634,K02,gradient_634.K02,Experimental,THIMEROSAL,6.66666666666667,0.1964
gradient_634,gradient,T0,634,K03,gradient_634.K03,Experimental,GENTIAN VIOLET,6.66666666666667,0.3826
gradient_634,gradient,T0,634,K04,gradient_634.K04,Experimental,HYDRASTININE HYDROCHLORIDE,3.33333333333333,0.21
gradient_634,gradient,T0,634,K05,gradient_634.K05,Control,DMSO,5,0.2051
gradient_634,gradient,T0,634,K06,gradient_634.K06,Control,DMSO,5,0.2064
gradient_634,gradient,T0,634,K07,gradient_634.K07,Experimental,BEPHENIUM HYDROXYNAPTHOATE,3.33333333333333,0.1983
gradient_634,gradient,T0,634,K08,gradient_634.K08,Control,DMSO,5,0.2133
gradient_634,gradient,T0,634,K09,gradient_634.K09,Control,DMSO,5,0.2136
gradient_634,gradient,T0,634,K10,gradient_634.K10,Control,DMSO,5,0.1937
gradient_634,gradient,T0,634,K11,gradient_634.K11,Experimental,HYDRASTININE HYDROCHLORIDE,5,0.2043
gradient_634,gradient,T0,634,K12,gradient_634.K12,Control,DMSO,5,0.198
gradient_634,gradient,T0,634,K13,gradient_634.K13,Experimental,NAFCILLIN SODIUM,1.66666666666667,0.2235
gradient_634,gradient,T0,634,K14,gradient_634.K14,Control,DMSO,5,0.2182
gradient_634,gradient,T0,634,K15,gradient_634.K15,Control,DMSO,5,0.2015
gradient_634,gradient,T0,634,K16,gradient_634.K16,Experimental,PHENYLMERCURIC ACETATE,3.33333333333333,0.2225
gradient_634,gradient,T0,634,K17,gradient_634.K17,Experimental,Gliotoxin,3.33333333333333,0.2057
gradient_634,gradient,T0,634,K18,gradient_634.K18,Control,DMSO,5,0.1979
gradient_634,gradient,T0,634,K19,gradient_634.K19,Control,DMSO,5,0.2035
gradient_634,gradient,T0,634,K20,gradient_634.K20,Control,DMSO,5,0.2014
gradient_634,gradient,T0,634,K21,gradient_634.K21,Control,DMSO,5,0.204
gradient_634,gradient,T0,634,K22,gradient_634.K22,Control,DMSO,5,0.2157
gradient_634,gradient,T0,634,K23,gradient_634.K23,Experimental,Tetraethylthiuram disulfide,1.66666666666667,0.2122
gradient_634,gradient,T0,634,K24,gradient_634.K24,NA,NA,NA,0.1966
gradient_634,gradient,T0,634,L01,gradient_634.L01,NA,NA,NA,0.2079
gradient_634,gradient,T0,634,L02,gradient_634.L02,Experimental,Hydrastinine hydrochloride,6.66666666666667,0.2021
gradient_634,gradient,T0,634,L03,gradient_634.L03,Control,DMSO,5,0.198
gradient_634,gradient,T0,634,L04,gradient_634.L04,Control,DMSO,5,0.2013
gradient_634,gradient,T0,634,L05,gradient_634.L05,Control,DMSO,5,0.1963
gradient_634,gradient,T0,634,L06,gradient_634.L06,Control,DMSO,5,0.1999
gradient_634,gradient,T0,634,L07,gradient_634.L07,Control,DMSO,5,0.1993
gradient_634,gradient,T0,634,L08,gradient_634.L08,Control,DMSO,5,0.1949
gradient_634,gradient,T0,634,L09,gradient_634.L09,Control,DMSO,5,0.1951
gradient_634,gradient,T0,634,L10,gradient_634.L10,Experimental,WB 64,3.33333333333333,0.2077
gradient_634,gradient,T0,634,L11,gradient_634.L11,Control,DMSO,5,0.1934
gradient_634,gradient,T0,634,L12,gradient_634.L12,Control,DMSO,5,0.1927
gradient_634,gradient,T0,634,L13,gradient_634.L13,Experimental,BEPHENIUM HYDROXYNAPTHOATE,5,0.2043
gradient_634,gradient,T0,634,L14,gradient_634.L14,Experimental,BICUCULLINE(-) METHIODIDE,6.66666666666667,0.2031
gradient_634,gradient,T0,634,L15,gradient_634.L15,Experimental,Riboflavine,1.66666666666667,0.1979
gradient_634,gradient,T0,634,L16,gradient_634.L16,Control,DMSO,5,0.2066
gradient_634,gradient,T0,634,L17,gradient_634.L17,Experimental,THIMEROSAL,3.33333333333333,0.1995
gradient_634,gradient,T0,634,L18,gradient_634.L18,Control,DMSO,5,0.1951
gradient_634,gradient,T0,634,L19,gradient_634.L19,Control,DMSO,5,0.1977
gradient_634,gradient,T0,634,L20,gradient_634.L20,Control,DMSO,5,0.2018
gradient_634,gradient,T0,634,L21,gradient_634.L21,Control,DMSO,5,0.2032
gradient_634,gradient,T0,634,L22,gradient_634.L22,Control,DMSO,5,0.1947
gradient_634,gradient,T0,634,L23,gradient_634.L23,Experimental,WB 64,1.66666666666667,0.1968
gradient_634,gradient,T0,634,L24,gradient_634.L24,NA,NA,NA,0.1924
gradient_634,gradient,T0,634,M01,gradient_634.M01,NA,NA,NA,0.1965
gradient_634,gradient,T0,634,M02,gradient_634.M02,Control,DMSO,5,0.1986
gradient_634,gradient,T0,634,M03,gradient_634.M03,Control,DMSO,5,0.2036
gradient_634,gradient,T0,634,M04,gradient_634.M04,Control,DMSO,5,0.1996
gradient_634,gradient,T0,634,M05,gradient_634.M05,Control,DMSO,5,0.2028
gradient_634,gradient,T0,634,M06,gradient_634.M06,Control,DMSO,5,0.2128
gradient_634,gradient,T0,634,M07,gradient_634.M07,Experimental,RIBOFLAVIN,6.66666666666667,0.2145
gradient_634,gradient,T0,634,M08,gradient_634.M08,Control,DMSO,5,0.2016
gradient_634,gradient,T0,634,M09,gradient_634.M09,Control,DMSO,5,0.205
gradient_634,gradient,T0,634,M10,gradient_634.M10,Control,DMSO,5,0.201
gradient_634,gradient,T0,634,M11,gradient_634.M11,Control,DMSO,5,0.2079
gradient_634,gradient,T0,634,M12,gradient_634.M12,Control,DMSO,5,0.1957
gradient_634,gradient,T0,634,M13,gradient_634.M13,Control,DMSO,5,0.2079
gradient_634,gradient,T0,634,M14,gradient_634.M14,Experimental,Hydrastinine hydrochloride,3.33333333333333,0.1982
gradient_634,gradient,T0,634,M15,gradient_634.M15,Experimental,COUMOPHOS,6.66666666666667,0.2001
gradient_634,gradient,T0,634,M16,gradient_634.M16,Control,DMSO,5,0.1987
gradient_634,gradient,T0,634,M17,gradient_634.M17,Experimental,Bicuculline (+),1.66666666666667,0.2026
gradient_634,gradient,T0,634,M18,gradient_634.M18,Control,DMSO,5,0.2
gradient_634,gradient,T0,634,M19,gradient_634.M19,Control,DMSO,5,0.2016
gradient_634,gradient,T0,634,M20,gradient_634.M20,Control,DMSO,5,0.1904
gradient_634,gradient,T0,634,M21,gradient_634.M21,Experimental,THIMEROSAL,1.66666666666667,0.2014
gradient_634,gradient,T0,634,M22,gradient_634.M22,Experimental,Remerine HCl,6.66666666666667,0.1939
gradient_634,gradient,T0,634,M23,gradient_634.M23,Control,DMSO,5,0.1999
gradient_634,gradient,T0,634,M24,gradient_634.M24,NA,NA,NA,0.1943
gradient_634,gradient,T0,634,N01,gradient_634.N01,NA,NA,NA,0.1916
gradient_634,gradient,T0,634,N02,gradient_634.N02,Experimental,Tunicamycin B,5,0.2041
gradient_634,gradient,T0,634,N03,gradient_634.N03,Experimental,Bicuculline (+),5,0.1962
gradient_634,gradient,T0,634,N04,gradient_634.N04,Control,DMSO,5,0.2016
gradient_634,gradient,T0,634,N05,gradient_634.N05,Experimental,IRIDIN,1.66666666666667,0.1979
gradient_634,gradient,T0,634,N06,gradient_634.N06,Control,DMSO,5,0.1998
gradient_634,gradient,T0,634,N07,gradient_634.N07,Experimental,Tunicamycin B,6.66666666666667,0.2036
gradient_634,gradient,T0,634,N08,gradient_634.N08,Control,DMSO,5,0.2101
gradient_634,gradient,T0,634,N09,gradient_634.N09,Control,DMSO,5,0.1993
gradient_634,gradient,T0,634,N10,gradient_634.N10,Experimental,GENTIAN VIOLET,1.66666666666667,0.2468
gradient_634,gradient,T0,634,N11,gradient_634.N11,Experimental,DL-alpha-Methyl-p-tyrosine,6.66666666666667,0.1939
gradient_634,gradient,T0,634,N12,gradient_634.N12,Control,DMSO,5,0.1989
gradient_634,gradient,T0,634,N13,gradient_634.N13,Control,DMSO,5,0.2034
gradient_634,gradient,T0,634,N14,gradient_634.N14,Experimental,THIMEROSAL,5,0.1969
gradient_634,gradient,T0,634,N15,gradient_634.N15,Control,DMSO,5,0.1991
gradient_634,gradient,T0,634,N16,gradient_634.N16,Control,DMSO,5,0.2067
gradient_634,gradient,T0,634,N17,gradient_634.N17,Experimental,METHYL 7-DESHYDROXYPYROGALLIN-4-CARBOXYLATE,5,0.1985
gradient_634,gradient,T0,634,N18,gradient_634.N18,Control,DMSO,5,0.199
gradient_634,gradient,T0,634,N19,gradient_634.N19,Control,DMSO,5,0.1964
gradient_634,gradient,T0,634,N20,gradient_634.N20,Experimental,Remerine HCl,3.33333333333333,0.2011
gradient_634,gradient,T0,634,N21,gradient_634.N21,Control,DMSO,5,0.1994
gradient_634,gradient,T0,634,N22,gradient_634.N22,Control,DMSO,5,0.1891
gradient_634,gradient,T0,634,N23,gradient_634.N23,Control,DMSO,5,0.1898
gradient_634,gradient,T0,634,N24,gradient_634.N24,NA,NA,NA,0.1977
gradient_634,gradient,T0,634,O01,gradient_634.O01,NA,NA,NA,0.2136
gradient_634,gradient,T0,634,O02,gradient_634.O02,Control,DMSO,5,0.197
gradient_634,gradient,T0,634,O03,gradient_634.O03,Experimental,COUMOPHOS,3.33333333333333,0.1976
gradient_634,gradient,T0,634,O04,gradient_634.O04,Experimental,METHYL 7-DESHYDROXYPYROGALLIN-4-CARBOXYLATE,1.66666666666667,0.1958
gradient_634,gradient,T0,634,O05,gradient_634.O05,Control,DMSO,5,0.2042
gradient_634,gradient,T0,634,O06,gradient_634.O06,Control,DMSO,5,0.1991
gradient_634,gradient,T0,634,O07,gradient_634.O07,Experimental,BICUCULLINE (+),3.33333333333333,0.217
gradient_634,gradient,T0,634,O08,gradient_634.O08,Experimental,Disulfiram,3.33333333333333,0.2002
gradient_634,gradient,T0,634,O09,gradient_634.O09,Control,DMSO,5,0.1972
gradient_634,gradient,T0,634,O10,gradient_634.O10,Control,DMSO,5,0.1934
gradient_634,gradient,T0,634,O11,gradient_634.O11,Control,DMSO,5,0.2029
gradient_634,gradient,T0,634,O12,gradient_634.O12,Experimental,Disulfiram,5,0.1954
gradient_634,gradient,T0,634,O13,gradient_634.O13,Control,DMSO,5,0.218
gradient_634,gradient,T0,634,O14,gradient_634.O14,Control,DMSO,5,0.1946
gradient_634,gradient,T0,634,O15,gradient_634.O15,Control,DMSO,5,0.1969
gradient_634,gradient,T0,634,O16,gradient_634.O16,Control,DMSO,5,0.1939
gradient_634,gradient,T0,634,O17,gradient_634.O17,Control,DMSO,5,0.199
gradient_634,gradient,T0,634,O18,gradient_634.O18,Experimental,RIBOFLAVIN,1.66666666666667,0.1998
gradient_634,gradient,T0,634,O19,gradient_634.O19,Control,DMSO,5,0.198
gradient_634,gradient,T0,634,O20,gradient_634.O20,Experimental,IRIDIN,6.66666666666667,0.1858
gradient_634,gradient,T0,634,O21,gradient_634.O21,Control,DMSO,5,0.1942
gradient_634,gradient,T0,634,O22,gradient_634.O22,Control,DMSO,5,0.1909
gradient_634,gradient,T0,634,O23,gradient_634.O23,Experimental,IRIDIN,3.33333333333333,0.1971
gradient_634,gradient,T0,634,O24,gradient_634.O24,NA,NA,NA,0.1969
gradient_634,gradient,T0,634,P01,gradient_634.P01,NA,NA,NA,0.1964
gradient_634,gradient,T0,634,P02,gradient_634.P02,NA,NA,NA,0.2033
gradient_634,gradient,T0,634,P03,gradient_634.P03,NA,NA,NA,0.1918
gradient_634,gradient,T0,634,P04,gradient_634.P04,NA,NA,NA,0.1984
gradient_634,gradient,T0,634,P05,gradient_634.P05,NA,NA,NA,0.1955
gradient_634,gradient,T0,634,P06,gradient_634.P06,NA,NA,NA,0.1983
gradient_634,gradient,T0,634,P07,gradient_634.P07,NA,NA,NA,0.1904
gradient_634,gradient,T0,634,P08,gradient_634.P08,NA,NA,NA,0.2041
gradient_634,gradient,T0,634,P09,gradient_634.P09,NA,NA,NA,0.1988
gradient_634,gradient,T0,634,P10,gradient_634.P10,NA,NA,NA,0.2061
gradient_634,gradient,T0,634,P11,gradient_634.P11,NA,NA,NA,0.1947
gradient_634,gradient,T0,634,P12,gradient_634.P12,NA,NA,NA,0.208
gradient_634,gradient,T0,634,P13,gradient_634.P13,NA,NA,NA,0.1953
gradient_634,gradient,T0,634,P14,gradient_634.P14,NA,NA,NA,0.2073
gradient_634,gradient,T0,634,P15,gradient_634.P15,NA,NA,NA,0.1942
gradient_634,gradient,T0,634,P16,gradient_634.P16,NA,NA,NA,0.2038
gradient_634,gradient,T0,634,P17,gradient_634.P17,NA,NA,NA,0.1976
gradient_634,gradient,T0,634,P18,gradient_634.P18,NA,NA,NA,0.1977
gradient_634,gradient,T0,634,P19,gradient_634.P19,NA,NA,NA,0.1951
gradient_634,gradient,T0,634,P20,gradient_634.P20,NA,NA,NA,0.1963
gradient_634,gradient,T0,634,P21,gradient_634.P21,NA,NA,NA,0.1905
gradient_634,gradient,T0,634,P22,gradient_634.P22,NA,NA,NA,0.1967
gradient_634,gradient,T0,634,P23,gradient_634.P23,NA,NA,NA,0.1946
gradient_634,gradient,T0,634,P24,gradient_634.P24,NA,NA,NA,0.216
gradient_634,gradient,T1,634,A01,gradient_634.A01,NA,NA,NA,0.5247
gradient_634,gradient,T1,634,A02,gradient_634.A02,NA,NA,NA,0.1573
gradient_634,gradient,T1,634,A03,gradient_634.A03,NA,NA,NA,0.1581
gradient_634,gradient,T1,634,A04,gradient_634.A04,NA,NA,NA,0.2309
gradient_634,gradient,T1,634,A05,gradient_634.A05,NA,NA,NA,0.1607
gradient_634,gradient,T1,634,A06,gradient_634.A06,NA,NA,NA,0.2526
gradient_634,gradient,T1,634,A07,gradient_634.A07,NA,NA,NA,0.3176
gradient_634,gradient,T1,634,A08,gradient_634.A08,NA,NA,NA,0.275
gradient_634,gradient,T1,634,A09,gradient_634.A09,NA,NA,NA,0.228
gradient_634,gradient,T1,634,A10,gradient_634.A10,NA,NA,NA,0.1343
gradient_634,gradient,T1,634,A11,gradient_634.A11,NA,NA,NA,0.1886
gradient_634,gradient,T1,634,A12,gradient_634.A12,NA,NA,NA,0.2236
gradient_634,gradient,T1,634,A13,gradient_634.A13,NA,NA,NA,0.1795
gradient_634,gradient,T1,634,A14,gradient_634.A14,NA,NA,NA,0.2285
gradient_634,gradient,T1,634,A15,gradient_634.A15,NA,NA,NA,0.2538
gradient_634,gradient,T1,634,A16,gradient_634.A16,NA,NA,NA,0.2838
gradient_634,gradient,T1,634,A17,gradient_634.A17,NA,NA,NA,0.1978
gradient_634,gradient,T1,634,A18,gradient_634.A18,NA,NA,NA,0.1614
gradient_634,gradient,T1,634,A19,gradient_634.A19,NA,NA,NA,0.2708
gradient_634,gradient,T1,634,A20,gradient_634.A20,NA,NA,NA,0.2094
gradient_634,gradient,T1,634,A21,gradient_634.A21,NA,NA,NA,0.2263
gradient_634,gradient,T1,634,A22,gradient_634.A22,NA,NA,NA,0.2316
gradient_634,gradient,T1,634,A23,gradient_634.A23,NA,NA,NA,0.3958
gradient_634,gradient,T1,634,A24,gradient_634.A24,NA,NA,NA,0.15
gradient_634,gradient,T1,634,B01,gradient_634.B01,NA,NA,NA,0.1883
gradient_634,gradient,T1,634,B02,gradient_634.B02,Control,DMSO,5,0.2084
gradient_634,gradient,T1,634,B03,gradient_634.B03,Experimental,PHENYLMERCURIC ACETATE,5,0.0581
gradient_634,gradient,T1,634,B04,gradient_634.B04,Experimental,Hydrastinine hydrochloride,1.66666666666667,0.288
gradient_634,gradient,T1,634,B05,gradient_634.B05,Control,DMSO,5,0.4426
gradient_634,gradient,T1,634,B06,gradient_634.B06,Control,DMSO,5,0.4657
gradient_634,gradient,T1,634,B07,gradient_634.B07,Control,DMSO,5,0.217
gradient_634,gradient,T1,634,B08,gradient_634.B08,Control,DMSO,5,0.3225
gradient_634,gradient,T1,634,B09,gradient_634.B09,Control,DMSO,5,0.3312
gradient_634,gradient,T1,634,B10,gradient_634.B10,Control,DMSO,5,0.2654
gradient_634,gradient,T1,634,B11,gradient_634.B11,Control,DMSO,5,0.3888
gradient_634,gradient,T1,634,B12,gradient_634.B12,Control,DMSO,5,0.2986
gradient_634,gradient,T1,634,B13,gradient_634.B13,Experimental,Remerine HCl,5,0.1186
gradient_634,gradient,T1,634,B14,gradient_634.B14,Control,DMSO,5,0.2559
gradient_634,gradient,T1,634,B15,gradient_634.B15,Experimental,COUMOPHOS,5,0.348
gradient_634,gradient,T1,634,B16,gradient_634.B16,Control,DMSO,5,0.2845
gradient_634,gradient,T1,634,B17,gradient_634.B17,Control,DMSO,5,0.2521
gradient_634,gradient,T1,634,B18,gradient_634.B18,Experimental,PHENYLMERCURIC ACETATE,1.66666666666667,0.05
gradient_634,gradient,T1,634,B19,gradient_634.B19,Experimental,Remerine HCl,1.66666666666667,0.1465
gradient_634,gradient,T1,634,B20,gradient_634.B20,Experimental,Riboflavine,5,0.1794
gradient_634,gradient,T1,634,B21,gradient_634.B21,Experimental,Bicuculline (+),3.33333333333333,0.3256
gradient_634,gradient,T1,634,B22,gradient_634.B22,Control,DMSO,5,0.2106
gradient_634,gradient,T1,634,B23,gradient_634.B23,Control,DMSO,5,0.1567
gradient_634,gradient,T1,634,B24,gradient_634.B24,NA,NA,NA,0.2327
gradient_634,gradient,T1,634,C01,gradient_634.C01,NA,NA,NA,0.1746
gradient_634,gradient,T1,634,C02,gradient_634.C02,Experimental,Tetraethylthiuram disulfide,3.33333333333333,0.0846
gradient_634,gradient,T1,634,C03,gradient_634.C03,Control,DMSO,5,0.2066
gradient_634,gradient,T1,634,C04,gradient_634.C04,Control,DMSO,5,0.1749
gradient_634,gradient,T1,634,C05,gradient_634.C05,Experimental,Pifithrin-mu,6.66666666666667,0.1195
gradient_634,gradient,T1,634,C06,gradient_634.C06,Experimental,Gliotoxin,1.66666666666667,0.068
gradient_634,gradient,T1,634,C07,gradient_634.C07,Experimental,Riboflavine,3.33333333333333,0.2078
gradient_634,gradient,T1,634,C08,gradient_634.C08,Control,DMSO,5,0.225
gradient_634,gradient,T1,634,C09,gradient_634.C09,Experimental,Tetraethylthiuram disulfide,5,0.0537
gradient_634,gradient,T1,634,C10,gradient_634.C10,Experimental,BICUCULLINE (+),1.66666666666667,0.1266
gradient_634,gradient,T1,634,C11,gradient_634.C11,Control,DMSO,5,0.1352
gradient_634,gradient,T1,634,C12,gradient_634.C12,Experimental,HYDRASTININE HYDROCHLORIDE,1.66666666666667,0.1276
gradient_634,gradient,T1,634,C13,gradient_634.C13,Control,DMSO,5,0.2268
gradient_634,gradient,T1,634,C14,gradient_634.C14,Experimental,WB 64,5,0.0919
gradient_634,gradient,T1,634,C15,gradient_634.C15,Control,DMSO,5,0.1476
gradient_634,gradient,T1,634,C16,gradient_634.C16,Experimental,Tetraethylthiuram disulfide,6.66666666666667,0.0589
gradient_634,gradient,T1,634,C17,gradient_634.C17,Experimental,HYDRASTININE HYDROCHLORIDE,6.66666666666667,0.1898
gradient_634,gradient,T1,634,C18,gradient_634.C18,Control,DMSO,5,0.2368
gradient_634,gradient,T1,634,C19,gradient_634.C19,Control,DMSO,5,0.1873
gradient_634,gradient,T1,634,C20,gradient_634.C20,Experimental,METHYL 7-DESHYDROXYPYROGALLIN-4-CARBOXYLATE,3.33333333333333,0.1894
gradient_634,gradient,T1,634,C21,gradient_634.C21,Control,DMSO,5,0.1913
gradient_634,gradient,T1,634,C22,gradient_634.C22,Control,DMSO,5,0.1898
gradient_634,gradient,T1,634,C23,gradient_634.C23,Experimental,GOSSYPETIN,6.66666666666667,0.1366
gradient_634,gradient,T1,634,C24,gradient_634.C24,NA,NA,NA,0.1405
gradient_634,gradient,T1,634,D01,gradient_634.D01,NA,NA,NA,0.2047
gradient_634,gradient,T1,634,D02,gradient_634.D02,Control,DMSO,5,0.1989
gradient_634,gradient,T1,634,D03,gradient_634.D03,Control,DMSO,5,0.21
gradient_634,gradient,T1,634,D04,gradient_634.D04,Control,DMSO,5,0.3079
gradient_634,gradient,T1,634,D05,gradient_634.D05,Control,DMSO,5,0.3182
gradient_634,gradient,T1,634,D06,gradient_634.D06,Control,DMSO,5,0.4211
gradient_634,gradient,T1,634,D07,gradient_634.D07,Control,DMSO,5,0.3518
gradient_634,gradient,T1,634,D08,gradient_634.D08,Control,DMSO,5,0.3637
gradient_634,gradient,T1,634,D09,gradient_634.D09,Experimental,GOSSYPETIN,3.33333333333333,0.2901
gradient_634,gradient,T1,634,D10,gradient_634.D10,Control,DMSO,5,0.2198
gradient_634,gradient,T1,634,D11,gradient_634.D11,Experimental,Hymecromone,6.66666666666667,0.3079
gradient_634,gradient,T1,634,D12,gradient_634.D12,Experimental,Gliotoxin,6.66666666666667,0.093
gradient_634,gradient,T1,634,D13,gradient_634.D13,Experimental,Tunicamycin B,3.33333333333333,0.0785
gradient_634,gradient,T1,634,D14,gradient_634.D14,Control,DMSO,5,0.3225
gradient_634,gradient,T1,634,D15,gradient_634.D15,Control,DMSO,5,0.4527
gradient_634,gradient,T1,634,D16,gradient_634.D16,Control,DMSO,5,0.4202
gradient_634,gradient,T1,634,D17,gradient_634.D17,Control,DMSO,5,0.303
gradient_634,gradient,T1,634,D18,gradient_634.D18,Control,DMSO,5,0.3342
gradient_634,gradient,T1,634,D19,gradient_634.D19,Experimental,NAFCILLIN SODIUM,6.66666666666667,0.194
gradient_634,gradient,T1,634,D20,gradient_634.D20,Control,DMSO,5,0.1801
gradient_634,gradient,T1,634,D21,gradient_634.D21,Control,DMSO,5,0.2467
gradient_634,gradient,T1,634,D22,gradient_634.D22,Control,DMSO,5,0.2476
gradient_634,gradient,T1,634,D23,gradient_634.D23,Experimental,NAFCILLIN SODIUM,5,0.2659
gradient_634,gradient,T1,634,D24,gradient_634.D24,NA,NA,NA,0.2215
gradient_634,gradient,T1,634,E01,gradient_634.E01,NA,NA,NA,0.1888
gradient_634,gradient,T1,634,E02,gradient_634.E02,Control,DMSO,5,0.1555
gradient_634,gradient,T1,634,E03,gradient_634.E03,Control,DMSO,5,0.2628
gradient_634,gradient,T1,634,E04,gradient_634.E04,Control,DMSO,5,0.2329
gradient_634,gradient,T1,634,E05,gradient_634.E05,Control,DMSO,5,0.2323
gradient_634,gradient,T1,634,E06,gradient_634.E06,Control,DMSO,5,0.2896
gradient_634,gradient,T1,634,E07,gradient_634.E07,Control,DMSO,5,0.1489
gradient_634,gradient,T1,634,E08,gradient_634.E08,Control,DMSO,5,0.2116
gradient_634,gradient,T1,634,E09,gradient_634.E09,Control,DMSO,5,0.1983
gradient_634,gradient,T1,634,E10,gradient_634.E10,Experimental,WB 64,6.66666666666667,0.0896
gradient_634,gradient,T1,634,E11,gradient_634.E11,Control,DMSO,5,0.2392
