ID number,Source Plate&Well,384-Barcode,384-Well,384-Barcode&Well,Chemical name,Formula,MolWt,CAS number
01500604,120813G11,SL-000-1230,M21,SL-000-1230M21,UREA,CH4N2O,60.05583,57-13-6
01500606,120813H02,SL-000-1230,O03,SL-000-1230O03,VALPROATE SODIUM,C8H15NaO2,166.19735,"1069-66-5, 99-66-1 [valproic acid]"
01500596,120813H03,SL-000-1230,O05,SL-000-1230O05,TRIOXSALEN,C14H12O3,228.24994,3902-71-4
01500609,120813H04,SL-000-1230,O07,SL-000-1230O07,VIDARABINE,C10H13N5O4,267.24621,"24356-66-9, 5536-17-4 [anhydrous]"
01500613,120813H05,SL-000-1230,O09,SL-000-1230O09,WARFARIN,C19H16O4,308.33697,"81-81-2, 2610-86-8 [warfarin potassium], 129-06-6 [warfarin sodium]"
01500614,120813H06,SL-000-1230,O11,SL-000-1230O11,XYLOMETAZOLINE HYDROCHLORIDE,C16H25ClN2,280.84405,"1218-35-5, 526-36-3 [xylometazoline]"
01500615,120813H07,SL-000-1230,O13,SL-000-1230O13,ZOMEPIRAC SODIUM,C15H14ClNO3,291.73673,"64092-49-5, 64092-48-4 [anhydrous], 33369-31-2 [zomepirac]"
01500616,120813H08,SL-000-1230,O15,SL-000-1230O15,ACETARSOL,C8H10AsNO5,275.0942,97-44-9
01500618,120813H09,SL-000-1230,O17,SL-000-1230O17,ACRIFLAVINIUM HYDROCHLORIDE,C14H14ClN3,259.74078,8018-07-3
01500621,120813H10,SL-000-1230,O19,SL-000-1230O19,AMINOPYRINE,C13H17N3O,231.29994,"83-07-8, 747-30-8 [aminophenazone cyclamate]"
01500643,120813H11,SL-000-1230,O21,SL-000-1230O21,PHENETHICILLIN POTASSIUM,C17H19KN2O5S,402.51738,"132-93-4, 147-55-7 [phenethicillin]"
01500642,120814A02,SL-000-1230,A04,SL-000-1230A04,PHENACETIN,C10H13NO2,179.22061,62-44-2
01500644,120814A03,SL-000-1230,A06,SL-000-1230A06,PHENYLMERCURIC ACETATE,C8H8HgO2,336.74176,62-38-4
01500646,120814A04,SL-000-1230,A08,SL-000-1230A08,SULFANILAMIDE,C6H8N2O2S,172.20686,63-74-1
01500665,120814A05,SL-000-1230,A10,SL-000-1230A10,ACEBUTOLOL HYDROCHLORIDE,C18H29ClN2O4,372.89583,"34381-68-5, 37517-30-9 [acebutolol]"
01500637,120814A06,SL-000-1230,A12,SL-000-1230A12,MERBROMIN,C20H8Br2HgNa2O6,750.66076,129-16-8
01500668,120814A07,SL-000-1230,A14,SL-000-1230A14,KETOTIFEN FUMARATE,C23H23NO5S,425.50746,"34580-14-8, 34580-13-7 [ketotifen]"
01500670,120814A08,SL-000-1230,A16,SL-000-1230A16,BETAHISTINE HYDROCHLORIDE,C8H14Cl2N2,209.12018,"5579-84-0, 5638-76-6 [betahistine]"
01500673,120814A09,SL-000-1230,A18,SL-000-1230A18,MOLSIDOMINE,C9H14N4O4,242.23633,25717-80-0
01500677,120814A10,SL-000-1230,A20,SL-000-1230A20,ALBUTEROL (+/-),C13H21NO3,239.31722,18559-94-9
01500682,120814A11,SL-000-1230,A22,SL-000-1230A22,CAPTOPRIL,C9H15NO3S,217.2888,62571-86-2
01500684,120814B02,SL-000-1230,C04,SL-000-1230C04,CIMETIDINE,C10H16N6S,252.34322,51481-61-9
01500685,120814B03,SL-000-1230,C06,SL-000-1230C06,CLOZAPINE,C18H19ClN4,326.83193,5786-21-0
01500689,120814B04,SL-000-1230,C08,SL-000-1230C08,LIDOCAINE HYDROCHLORIDE,C14H23ClN2O,270.80521,"6108-05-0, 73-78-9 [anhydrous], 137-58-6 [lidocaine]"
01500691,120814B05,SL-000-1230,C10,SL-000-1230C10,PHENTOLAMINE HYDROCHLORIDE,C17H20ClN3O,317.82145,"73-05-2, 50-60-2 [phentolamine]"
01500756,120814B06,SL-000-1230,C12,SL-000-1230C12,NALIDIXIC ACID,C12H12N2O3,232.24104,"389-08-2, 3374-05-8 [anhydrous], 15769-77-4 [nalidixate sodium]"
01500767,120814B07,SL-000-1230,C14,SL-000-1230C14,BUTAMBEN,C11H15NO2,193.2477,94-25-7
01500772,120814B08,SL-000-1230,C16,SL-000-1230C16,IODIPAMIDE,C12H11I3N2O4,627.94567,"606-17-7, 2618-26-0 [iodipamide sodium]"
01500774,120814B09,SL-000-1230,C18,SL-000-1230C18,LEVOTHYROXINE,C15H11I4NO4,776.87682,51-48-9
01500778,120814B10,SL-000-1230,C20,SL-000-1230C20,LIOTHYRONINE,C15H12I3NO4,650.98039,6893-02-3
01500804,120814B11,SL-000-1230,C22,SL-000-1230C22,ALTHIAZIDE,C11H14ClN3O4S3,383.89693,5588-16-9
01500810,120814C02,SL-000-1230,E04,SL-000-1230E04,AMINACRINE,C13H10N2,194.23805,"90-45-9, 134-50-9 [aminacrine hydrochloride]"
01500812,120814C03,SL-000-1230,E06,SL-000-1230E06,BEKANAMYCIN SULFATE,C18H39N5O14S,581.60063,4696-76-8 (base)
01500813,120814C04,SL-000-1230,E08,SL-000-1230E08,BUDESONIDE,C25H34O6,430.54613,"51333-22-3 [11(gr b), 16(gr a)] 51372-29-3 [(11(gr b), 16(gr a)[//R//])] 51372-28-2 [(11(gr b), 16(gr a)[//S//])]"
01500828,120814C05,SL-000-1230,E10,SL-000-1230E10,"CANRENOIC ACID, POTASSIUM SALT",C22H29KO4,396.57603,"2181-04-6, 4138-96-9 [canrenoic acid]"
01500903,120814C06,SL-000-1230,E12,SL-000-1230E12,ETOPOSIDE,C29H32O13,588.57059,33419-42-0
01500992,120814C07,SL-000-1230,E14,SL-000-1230E14,FLUMEQUINE,C14H12FNO3,261.25504,42835-25-6
01500993,120814C08,SL-000-1230,E16,SL-000-1230E16,FLUNARIZINE HYDROCHLORIDE,C26H28Cl2F2N2,477.42926,"30484-77-6, 52468-60-7 [flunarazine]"
01500995,120814C09,SL-000-1230,E18,SL-000-1230E18,FLUTAMIDE,C11H11F3N2O3,276.21712,13311-84-7
01501002,120814C10,SL-000-1230,E20,SL-000-1230E20,DROPERIDOL,C22H22FN3O2,379.43794,548-73-2
01501003,120814C11,SL-000-1230,E22,SL-000-1230E22,FAMOTIDINE,C8H15N7O2S3,337.44645,76824-35-6
01501005,120814D02,SL-000-1230,G04,SL-000-1230G04,ETODOLAC,C17H21NO3,287.36182,41340-25-4
01501007,120814D03,SL-000-1230,G06,SL-000-1230G06,FENOTEROL HYDROBROMIDE,C17H22BrNO4,384.27319,13392-18-2
01501008,120814D04,SL-000-1230,G08,SL-000-1230G08,FENBUFEN,C16H14O3,254.28818,36330-85-5
01501010,120814D05,SL-000-1230,G10,SL-000-1230G10,FENOFIBRATE,C20H21ClO4,360.84097,49562-28-9
01501011,120814D06,SL-000-1230,G12,SL-000-1230G12,FENOPROFEN,C15H14O3,242.27703,31879-05-7
01501015,120814D07,SL-000-1230,G14,SL-000-1230G14,FLUFENAMIC ACID,C14H10F3NO2,281.2365,530-78-9
01501016,120814D08,SL-000-1230,G16,SL-000-1230G16,FENBENDAZOLE,C15H13N3O2S,299.35376,43210-67-9
01501021,120814D09,SL-000-1230,G18,SL-000-1230G18,FENSPIRIDE HYDROCHLORIDE,C15H21ClN2O2,296.79982,"5053-08-7, 5053-06-5 [fenspiride]"
01501103,120814D10,SL-000-1230,G20,SL-000-1230G20,MEFENAMIC ACID,C15H15NO2,241.2923,61-68-7
01501104,120814D11,SL-000-1230,G22,SL-000-1230G22,METHACYCLINE HYDROCHLORIDE,C22H23ClN2O8,478.89021,"3963-95-9, 914-00-1 [methacycline]"
01501108,120814E02,SL-000-1230,I04,SL-000-1230I04,MEFEXAMIDE,C15H25ClN2O3,316.8311,1227-61-8
01501109,120814E03,SL-000-1230,I06,SL-000-1230I06,PROBUCOL,C31H48O2S2,516.85501,23288-49-5
01501110,120814E04,SL-000-1230,I08,SL-000-1230I08,MEBENDAZOLE,C16H13N3O3,295.30031,31431-39-7
01501115,120814E05,SL-000-1230,I10,SL-000-1230I10,NALBUPHINE HYDROCHLORIDE,C21H28ClNO4,393.91461,"23277-43-2, 20594-83-6 [nalbuphine]"
01501117,120814E06,SL-000-1230,I12,SL-000-1230I12,MEBEVERINE HYDROCHLORIDE,C25H36ClNO5,466.02237,"2753-45-9, 3625-06-7 [mebeverine]"
01501118,120814E07,SL-000-1230,I14,SL-000-1230I14,MECLOCYCLINE SULFOSALICYLATE,C29H27ClN2O14S,695.06054,"73816-42-9, 2013-58-3 [meclocycline]"
01501119,120814E08,SL-000-1230,I16,SL-000-1230I16,PROGLUMIDE,C18H26N2O4,334.41892,6620-60-6
01501120,120814E09,SL-000-1230,I18,SL-000-1230I18,MINAPRINE HYDROCHLORIDE,C17H24Cl2N4O,371.31303,"25953-17-7, 25905-77-5 [minaprine]"
01501121,120814E10,SL-000-1230,I20,SL-000-1230I20,MEMANTINE HYDROCHLORIDE,C12H22ClN,215.76884,19982-08-2
01501127,120814E11,SL-000-1230,I22,SL-000-1230I22,ATENOLOL,C14H22N2O3,266.34304,29122-68-7
01501129,120814F02,SL-000-1230,K04,SL-000-1230K04,CARBETAPENTANE CITRATE,C26H39NO10,525.60143,"23142-01-0, 77-23-6 [carbetapentane]"
01501130,120814F03,SL-000-1230,K06,SL-000-1230K06,FAMPRIDINE,C5H6N2,94.11697,504-24-5
01501133,120814F04,SL-000-1230,K08,SL-000-1230K08,NICERGOLINE,C24H26BrN3O3,484.39712,27848-84-6
01501134,120814F05,SL-000-1230,K10,SL-000-1230K10,PIMOZIDE,C28H29F2N3O,461.55963,2062-78-4
01501135,120814F06,SL-000-1230,K12,SL-000-1230K12,NICARDIPINE HYDROCHLORIDE,C26H30ClN3O6,515.9985,"54527-84-3, 55985-32-5 [nicardipine]"
01501137,120814F07,SL-000-1230,K14,SL-000-1230K14,NEFOPAM,C17H19NO,253.34708,"23327-57-3, 13669-70-0 [nefopam]"
01501138,120814F08,SL-000-1230,K16,SL-000-1230K16,PIRENZEPINE HYDROCHLORIDE,C19H23Cl2N5O2,424.33346,"29868-97-1, 28797-61-7 [pirenzepine]"
01501139,120814F09,SL-000-1230,K18,SL-000-1230K18,PRAMOXINE HYDROCHLORIDE,C17H28ClNO3,329.87061,"637-58-1, 140-65-8 [pramoxine]"
01501140,120814F10,SL-000-1230,K20,SL-000-1230K20,MEPHENESIN,C10H14O3,182.22128,59-47-2
01501142,120814F11,SL-000-1230,K22,SL-000-1230K22,SULFACHLORPYRIDAZINE,C10H9ClN4O2S,284.72583,80-32-0
01501144,120814G02,SL-000-1230,M04,SL-000-1230M04,SULFADIMETHOXINE,C12H14N4O4S,310.33378,122-11-2
01501145,120814G03,SL-000-1230,M06,SL-000-1230M06,SULFAQUINOXALINE SODIUM,C14H11N4NaO2S,322.32317,59-40-5
01501146,120814G04,SL-000-1230,M08,SL-000-1230M08,SULFAGUANIDINE,C7H10N4O2S,214.24735,57-67-0
01501147,120814G05,SL-000-1230,M10,SL-000-1230M10,SULFAMONOMETHOXINE,C11H12N4O3S,280.30729,1220-83-3
01501148,120814G06,SL-000-1230,M12,SL-000-1230M12,SULCONAZOLE NITRATE,C18H16Cl3N3O3S,460.76952,"61318-91-0, 61318-90-9 [sulconazole]"
01501149,120814G07,SL-000-1230,M14,SL-000-1230M14,RITODRINE HYDROCHLORIDE,C17H22ClNO3,323.82279,"23239-51-2, 26652-09-5 [ritodrine]"
01501150,120814G08,SL-000-1230,M16,SL-000-1230M16,SULPIRIDE,C15H23N3O4S,341.43226,15676-16-1
01501151,120814G09,SL-000-1230,M18,SL-000-1230M18,RANITIDINE,C13H22N4O3S,314.40929,66357-35-5
01501152,120814G10,SL-000-1230,M20,SL-000-1230M20,SPIPERONE,C23H26FN3O2,395.48097,749-02-0
01501153,120814G11,SL-000-1230,M22,SL-000-1230M22,SULOCTIDIL,C20H35NOS,337.57205,54063-56-8
01501154,120814H02,SL-000-1230,O04,SL-000-1230O04,RONIDAZOLE,C6H8N4O4,200.15506,7681-76-7
01501155,120814H03,SL-000-1230,O06,SL-000-1230O06,SULFAMETER,C11H12N4O3S,280.30729,651-06-9
01501156,120814H04,SL-000-1230,O08,SL-000-1230O08,SULFAMETHOXYPYRIDAZINE,C11H12N4O3S,280.30729,80-35-3
01501171,120814H05,SL-000-1230,O10,SL-000-1230O10,SACCHARIN,C7H5NO3S,183.1868,81-07-2
01501173,120814H06,SL-000-1230,O12,SL-000-1230O12,ACETANILIDE,C8H9NO,135.16703,103-84-4
01501175,120814H07,SL-000-1230,O14,SL-000-1230O14,FLURANDRENOLIDE,C24H33FO6,436.52541,1524-88-5
01501176,120814H08,SL-000-1230,O16,SL-000-1230O16,ERYTHROMYCIN ESTOLATE,C52H97NO18S,1056.41279,"134-36-1, 114-07-8 [erythromycin]"
01501179,120814H09,SL-000-1230,O18,SL-000-1230O18,ESTRADIOL PROPIONATE,C21H28O3,328.45551,113-38-2
01501182,120814H10,SL-000-1230,O20,SL-000-1230O20,ESTRADIOL BENZOATE,C25H28O3,376.50011,50-50-0
01501184,120814H11,SL-000-1230,O22,SL-000-1230O22,ESTRADIOL ACETATE,C20H26O3,314.42842,4245-41-4
01501185,120815A02,SL-000-1230,B03,SL-000-1230B03,ECONAZOLE NITRATE,C18H16Cl3N3O4,444.70492,"68797-31-9, 27220-47-9 [econazole]"
01501187,120815A03,SL-000-1230,B05,SL-000-1230B05,FLUNISOLIDE,C24H31FO6,434.50947,"77326-96-6, 3385-03-3"
01501200,120815A04,SL-000-1230,B07,SL-000-1230B07,XYLAZINE,C12H16N2S,220.33872,"23076-35-9, 7361-61-7 [xylazine]"
01501201,120815A05,SL-000-1230,B09,SL-000-1230B09,TOLAZAMIDE,C14H21N3O3S,311.40577,1156-19-0
01501202,120815A06,SL-000-1230,B11,SL-000-1230B11,GALANTHAMINE HYDROBROMIDE,C17H22BrNO3,368.27379,"357-70-0, 1953-04-4 [hydrobromide]"
01501214,120815A07,SL-000-1230,B13,SL-000-1230B13,ENALAPRIL MALEATE,C24H32N2O9,492.53064,"76095-16-4, 75847-73-3 [enalapril]"
01501215,120815A08,SL-000-1230,B15,SL-000-1230B15,KETOPROFEN,C16H14O3,254.28818,22071-15-4
01501217,120815A09,SL-000-1230,B17,SL-000-1230B17,LISINOPRIL,C21H31N3O5,405.49832,"83915-83-7, 76547-98-3 [anhydrous]"
01502004,120815A10,SL-000-1230,B19,SL-000-1230B19,BUMETANIDE,C17H20N2O5S,364.42335,28395-03-1
01502005,120815A11,SL-000-1230,B21,SL-000-1230B21,CARBENOXOLONE SODIUM,C34H48Na2O7,614.73706,"7421-40-1, 5697-56-3 [carbenoxolone]"
01502006,120815B02,SL-000-1230,D03,SL-000-1230D03,CARPROFEN,C15H12ClNO2,273.72139,53716-49-7
01502013,120815B03,SL-000-1230,D05,SL-000-1230D05,ISOTRETINON,C20H28O2,300.44496,4759-48-2
01502016,120815B04,SL-000-1230,D07,SL-000-1230D07,TRETINON,C20H28O2,300.44496,302-79-4
01502019,120815B05,SL-000-1230,D09,SL-000-1230D09,FOSCARNET SODIUM,CNa3O5P,191.95135,63585-09-1
01502020,120815B06,SL-000-1230,D11,SL-000-1230D11,FOLIC ACID,C19H19N7O6,441.40658,59-30-3
01502021,120815B07,SL-000-1230,D13,SL-000-1230D13,PHTHALYLSULFATHIAZOLE,C17H13N3O5S2,403.43826,85-73-4
01502025,120815B08,SL-000-1230,D15,SL-000-1230D15,SUCCINYLSULFATHIAZOLE,C13H13N3O5S2,355.39366,116-43-8
01502026,120815B09,SL-000-1230,D17,SL-000-1230D17,TRANEXAMIC ACID,C8H15NO2,157.21425,1197-18-8
01502028,120815B10,SL-000-1230,D19,SL-000-1230D19,CEPHALEXIN,C16H17N3O4S,347.39559,"23325-78-2, 15686-71-2 [anhydrous]"
01502029,120815B11,SL-000-1230,D21,SL-000-1230D21,CEFSULODIN SODIUM,C22H19N4NaO8S2,554.53653,"52152-93-9, 62587-73-9 [cefsulodin]"
01502030,120815C02,SL-000-1230,F03,SL-000-1230F03,OXOLINIC ACID,C13H11NO5,261.23632,14698-29-4
01502031,120815C03,SL-000-1230,F05,SL-000-1230F05,CEFOXITIN SODIUM,C16H16N3NaO7S2,449.43962,"66309-69-1, 61622-34-2 [cefotiam]"
01502032,120815C04,SL-000-1230,F07,SL-000-1230F07,SURAMIN,C51H34N6Na6O23S6,1429.18883,"129-46-4, 145-63-1 [suramin]"
01502033,120815C05,SL-000-1230,F09,SL-000-1230F09,CEFUROXIME SODIUM,C16H15N4NaO8S,446.37375,56238-63-2
01502037,120815C06,SL-000-1230,F11,SL-000-1230F11,LOMEFLOXACIN HYDROCHLORIDE,C17H20ClF2N3O3,387.81705,"98079-52-8, 98079-51-7 (lomefloxacin)"
01502038,120815C07,SL-000-1230,F13,SL-000-1230F13,CEFAMANDOLE SODIUM,C18H17N6NaO5S2,484.49119,34444-01-4
01502040,120815C08,SL-000-1230,F15,SL-000-1230F15,CEFMETAZOLE SODIUM,C15H16N7NaO5S3,493.52047,56796-39-5
01502014,120815C09,SL-000-1230,F17,SL-000-1230F17,MESNA,C2H5NaO3S2,164.17815,"19767-45-4, 3375-50-6 [2-mercaptoethanesulfonic, acid]"
01502041,120815C10,SL-000-1230,F19,SL-000-1230F19,CEFAMANDOLE NAFATE,C19H17N6NaO6S2,512.50174,"42540-40-9, 34444-01-4 [cefamandole]"
01502042,120815C11,SL-000-1230,F21,SL-000-1230F21,CEFOPERAZONE SODIUM,C25H26N9NaO8S2,667.65927,"62893-20-3, 62893-19-0 [cefoperazone]"
01502044,120815D02,SL-000-1230,H03,SL-000-1230H03,OFLOXACIN,C18H20FN3O4,361.3762,82419-36-1
01502046,120815D03,SL-000-1230,H05,SL-000-1230H05,BEZAFIBRATE,C19H20ClNO4,361.82855,41859-67-0
01502053,120815D04,SL-000-1230,H07,SL-000-1230H07,ALRESTATIN,C14H9NO4,255.23213,"51411-04-2, 51876-97-2 [alrestatin sodium]"
01502084,120815D05,SL-000-1230,H09,SL-000-1230H09,PROADIFEN HYDROCHLORIDE,C23H32ClNO2,389.96999,78997-40-7
01502106,120815D06,SL-000-1230,H11,SL-000-1230H11,CARBOPLATIN,C6H12N2O4Pt,371.26354,41575-94-4
01502107,120815D07,SL-000-1230,H13,SL-000-1230H13,CISPLATIN,H6Cl2N2Pt,300.05722,15663-27-1
01502109,120815D08,SL-000-1230,H15,SL-000-1230H15,ZIDOVUDINE [AZT],C10H13N5O4,267.24621,30516-87-1
01502111,120815D09,SL-000-1230,H17,SL-000-1230H17,AZACITIDINE,C8H12N4O5,244.20864, 320-67-2
01502112,120815D10,SL-000-1230,H19,SL-000-1230H19,CYCLOHEXIMIDE,C15H23NO4,281.35486,66-81-9
01502127,120815D11,SL-000-1230,H21,SL-000-1230H21,TINIDAZOLE,C8H13N3O4S,247.27451,19387-91-8
01502150,120815E02,SL-000-1230,J03,SL-000-1230J03,CARBIDOPA,C10H14N2O4,226.23408,"38821-49-7, 28860-95-9 [anhydrous]"
01502195,120815E03,SL-000-1230,J05,SL-000-1230J05,PIRACETAM,C6H10N2O2,142.1588,7491-74-9
01502196,120815E04,SL-000-1230,J07,SL-000-1230J07,ETHOSUXIMIDE,C7H11NO2,141.17122,77-67-8
01502197,120815E05,SL-000-1230,J09,SL-000-1230J09,PIPERIDOLATE HYDROCHLORIDE,C21H26ClNO2,359.89987,"129-77-1, 82-98-4 [piperidolate]"
01502198,120815E06,SL-000-1230,J11,SL-000-1230J11,ANISINDIONE,C16H12O3,252.27224,117-37-3
01502203,120815E07,SL-000-1230,J13,SL-000-1230J13,TROLEANDOMYCIN,C41H67NO15,813.98884,2751-09-9
01503001,120815E08,SL-000-1230,J15,SL-000-1230J15,BENZOIC ACID,C7H6O2,122.12467,65-85-0
01503002,120815E09,SL-000-1230,J17,SL-000-1230J17,BENZYL BENZOATE,C14H12O2,212.25054,120-51-4
01503004,120815E10,SL-000-1230,J19,SL-000-1230J19,BENZOYL PEROXIDE,C14H10O4,242.2334,94-36-0
01503014,120815E11,SL-000-1230,J21,SL-000-1230J21,AKLOMIDE,C7H5ClN2O3,200.5825,3011-89-0
01503038,120815F02,SL-000-1230,L03,SL-000-1230L03,NICOTINYL ALCOHOL TARTRATE,C10H13NO7,259.21761,100-55-0
01503065,120815F03,SL-000-1230,L05,SL-000-1230L05,ALTRETAMINE,C9H18N6,210.28401,645-05-6
01503069,120815F04,SL-000-1230,L07,SL-000-1230L07,AMINOHIPPURIC ACID,C9H10N2O3,194.19165,"61-78-9, 94-16-6 [aminohippurate sodium]"
01503070,120815F05,SL-000-1230,L09,SL-000-1230L09,MEFLOQUINE,C17H17ClF6N2O,414.78124,53230-10-7
01503073,120815F06,SL-000-1230,L11,SL-000-1230L11,ADIPHENINE HYDROCHLORIDE,C20H26ClNO2,347.88872,"50-42-0, 64-95-9 [adiphenine]"
01503076,120815F07,SL-000-1230,L13,SL-000-1230L13,QUINAPRIL HYDROCHLORIDE,C25H31ClN2O5,474.98922,"82586-55-8, 85441-61-8 [quinapril]"
01502260,120815F08,SL-000-1230,L15,SL-000-1230L15,ABAMECTIN,C48H72O14,873.10064,65195-55-3
01503083,120815F09,SL-000-1230,L17,SL-000-1230L17,AMIPRILOSE,C14H28ClNO6,341.83536,"56824-20-5, 60414-06-4 [amiprilose hydrochloride]"
01503086,120815F10,SL-000-1230,L19,SL-000-1230L19,TIAPRIDE HYDROCHLORIDE,C15H25ClN2O4S,364.8945,51012-32-9
01503092,120815F11,SL-000-1230,L21,SL-000-1230L21,GLUCONOLACTONE,C6H10O6,178.143,90-80-2
01503101,120815G02,SL-000-1230,N03,SL-000-1230N03,AZLOCILLIN SODIUM,C20H22N5NaO6S,483.48204,37091-66-0
01503102,120815G03,SL-000-1230,N05,SL-000-1230N05,BACAMPICILLIN HYDROCHLORIDE,C21H28ClN3O7S,501.99021,"37661-08-8, 50972-17-3 [bacampicillin]"
01503104,120815G04,SL-000-1230,N07,SL-000-1230N07,BENDROFLUMETHIAZIDE,C15H14F3N3O4S2,421.41973,73-48-3
01503107,120815G05,SL-000-1230,N09,SL-000-1230N09,BROMHEXINE HYDROCHLORIDE,C14H21Br2ClN2,412.59787,"611-75-6, 3572-43-8 [bromhexine]"
01503111,120815G06,SL-000-1230,N11,SL-000-1230N11,CEFTRIAXONE SODIUM TRIHYDRATE,C18H22N8Na2O10S3,652.59524,"104376-79-6, 73384-59-5 [ceftriaxone]"
01503115,120815G07,SL-000-1230,N13,SL-000-1230N13,VINPOCETINE,C22H26N2O2,350.46472,42971-09-5
01503117,120815G08,SL-000-1230,N15,SL-000-1230N15,TRIMIPRAMINE MALEATE,C24H30N2O4,410.5177,"521-78-8, 739-71-9 [trimipramine]"
01503118,120815G09,SL-000-1230,N17,SL-000-1230N17,TRIFLUPROMAZINE HYDROCHLORIDE,C18H20ClF3N2S,388.8857,"1098-60-8, 146-54-3 [triflupromazine]"
01503121,120815G10,SL-000-1230,N19,SL-000-1230N19,TRAZODONE HYDROCHLORIDE,C19H23Cl2N5O,408.33406,"25332-39-2, 19794-93-5 [trazodone]"
01503135,120815G11,SL-000-1230,N21,SL-000-1230N21,THONZYLAMINE HYDROCHLORIDE,C16H23ClN4O,322.84091,"63-56-9, 91-85-0 [thonzylamine]"
01503136,120815H02,SL-000-1230,P03,SL-000-1230P03,THIAMPHENICOL,C12H15Cl2NO5S,356.22705,15318-45-3
01503142,120815H03,SL-000-1230,P05,SL-000-1230P05,TENOXICAM,C13H11N3O4S2,337.37832,59804-37-4
01503200,120815H04,SL-000-1230,P07,SL-000-1230P07,CETRIMONIUM BROMIDE,C19H42BrN,364.45729,"57-09-0, 6899-10-1 [cetrimonium]"
01503202,120815H05,SL-000-1230,P09,SL-000-1230P09,CHLOROXINE,C9H5Cl2NO,214.0523,773-76-2
01503203,120815H06,SL-000-1230,P11,SL-000-1230P11,CHLORPROTHIXENE HYDROCHLORIDE,C18H19Cl2NS,352.32883,113-59-7
01503204,120815H07,SL-000-1230,P13,SL-000-1230P13,CINNARAZINE,C26H28N2,368.52646,298-57-7
01503207,120815H08,SL-000-1230,P15,SL-000-1230P15,CYCLOBENZAPRINE HYDROCHLORIDE,C20H22ClN,311.85804,"6202-23-9, 303-53-7 [cyclobenzaprine]"
01503210,120815H09,SL-000-1230,P17,SL-000-1230P17,"BETAMETHASONE 17,21-DIPROPIONATE",C28H37FO7,504.60129,5593-20-4
01503214,120815H10,SL-000-1230,P19,SL-000-1230P19,EDOXUDINE,C11H16N2O5,256.26057,15176-29-1
01503215,120815H11,SL-000-1230,P21,SL-000-1230P21,ENOXACIN,C15H17FN4O3,320.32614,74011-58-8
01503221,120816A02,SL-000-1230,B04,SL-000-1230B04,ETHISTERONE,C21H28O2,312.45611,434-03-7
01503223,120816A03,SL-000-1230,B06,SL-000-1230B06,PARAROSANILINE PAMOATE,C42H33N3O6,675.74781,"7232-51-1, 569-61-9 [pararosaniline]"
01503227,120816A04,SL-000-1230,B08,SL-000-1230B08,PERHEXILINE MALEATE,C23H39NO4,393.57158,"6724-53-4, 6621-47-2 [perhexiline]"
01503229,120816A05,SL-000-1230,B10,SL-000-1230B10,METHAPYRILENE HYDROCHLORIDE,C14H20ClN3S,297.8526,"135-23-9, 91-80-5 [methapyrilene]"
01503234,120816A06,SL-000-1230,B12,SL-000-1230B12,BETA-PROPIOLACTONE,C3H4O2,72.06413,57-57-8
01503237,120816A07,SL-000-1230,B14,SL-000-1230B14,HALCINONIDE,C24H32ClFO5,454.97104,3093-35-4
01503239,120816A08,SL-000-1230,B16,SL-000-1230B16,HYCANTHONE,C20H24N2O2S,356.49048,3105-97-3
01503240,120816A09,SL-000-1230,B18,SL-000-1230B18,PYRIDOSTIGMINE BROMIDE,C9H13BrN2O2,261.12016,"101-26-8, 155-97-5 [pyridostigmine]"
01503242,120816A10,SL-000-1230,B20,SL-000-1230B20,ISOXICAM,C14H13N3O5S,335.34081,34552-84-6
01503243,120816A11,SL-000-1230,B22,SL-000-1230B22,LABETALOL HYDROCHLORIDE,C19H25ClN2O3,364.8757,"32780-64-6, 36894-69-6 [labetalol]"
01503245,120816B02,SL-000-1230,D04,SL-000-1230D04,LEVAMISOLE HYDROCHLORIDE,C11H13ClN2S,240.75666,"16595-80-5, 14769-73-4 [levamisole]"
01503250,120816B03,SL-000-1230,D06,SL-000-1230D06,MEPHENTERMINE SULFATE,C11H19NO4S,261.34238,"1212-72-2, 6190-60-9 [dihydrate], 100-92-5 [mephentermine]"
01503251,120816B04,SL-000-1230,D08,SL-000-1230D08,METARAMINOL BITARTRATE,C13H19NO8,317.29828,33402-03-8
01503252,120816B05,SL-000-1230,D10,SL-000-1230D10,METHAZOLAMIDE,C5H8N4O3S2,236.27251,554-57-4
01503253,120816B06,SL-000-1230,D12,SL-000-1230D12,METHYLBENZETHONIUM CHLORIDE,C28H44ClNO2,462.12138,"1320-44-1, 25155-18-4 [anhydrous]"
01503255,120816B07,SL-000-1230,D14,SL-000-1230D14,METHYLPREDNISOLONE SODIUM SUCCINATE,C26H33NaO8,496.53791,2375-03-3
01503256,120816B08,SL-000-1230,D16,SL-000-1230D16,AMSACRINE,C22H20N2O3S,392.4803,51264-14-3
01503257,120816B09,SL-000-1230,D18,SL-000-1230D18,MIDODRINE HYDROCHLORIDE,C12H19ClN2O4,290.74923,"3092-17-9, 42794-76-3 [midodrine]"
01503260,120816B10,SL-000-1230,D20,SL-000-1230D20,NADOLOL,C17H27NO4,309.40904,42200-33-9
01503262,120816B11,SL-000-1230,D22,SL-000-1230D22,NALTREXONE HYDROCHLORIDE,C20H23NO4,341.41061,"16676-29-2, 16590-41-3  [naltrexone]"
